rank,artist_names,track_name,release_date,streams,week,danceability,energy,valence,country,region,language,streams_millions,year,month,day_of_week,week_number,success_score,music_profile,season,rank_group
53,LUDMILLA,Maldivas,2022-01-26,1667529,2022-03-24,0.7,0.737,0.772,Brazil,South America,Portuguese,1.67,2022,3,3,12,145.3476139169994,⚡ Energética,🌸 Primavera,📈 Top 51-100
55,Gusttavo Lima,Nota de Repúdio - Ao Vivo,2021-12-16,1640887,2022-03-24,0.8109999999999999,0.807,0.7659999999999999,Brazil,South America,Portuguese,1.64,2022,3,3,12,141.73372190510082,🔥 Música para Balada,🌸 Primavera,📈 Top 51-100
56,Israel & Rodolffo,Dar uma Namorada - Ao Vivo,2022-01-20,1624421,2022-03-24,0.504,0.916,0.498,Brazil,South America,Portuguese,1.62,2022,3,3,12,139.6602760770858,⚡ Energética,🌸 Primavera,📈 Top 51-100
60,Matheus & Kauan,Gatilho - Ao Vivo,2022-03-18,1532026,2022-03-24,0.48,0.93,0.6409999999999999,Brazil,South America,Portuguese,1.53,2022,3,3,12,130.87892168625947,⚡ Energética,🌸 Primavera,📈 Top 51-100
62,GAYLE,abcdefu,2021-08-13,1508735,2022-03-24,0.695,0.54,0.415,Brazil,South America,Portuguese,1.51,2022,3,3,12,127.91930268697327,🎵 Neutra/Equilibrada,🌸 Primavera,📈 Top 51-100
63,Melody,Assalto Perigoso,2021-10-14,1466268,2022-03-24,0.752,0.727,0.964,Brazil,South America,Portuguese,1.47,2022,3,3,12,124.78210478830425,🔥 Música para Balada,🌸 Primavera,📈 Top 51-100
66,Gusttavo Lima,Ficha Limpa - Ao Vivo,2021-12-16,1411302,2022-03-24,0.627,0.838,0.495,Brazil,South America,Portuguese,1.41,2022,3,3,12,118.7496109128461,⚡ Energética,🌸 Primavera,📈 Top 51-100
67,Henrique & Juliano,Desgastou - Ao Vivo,2022-03-18,1405279,2022-03-24,0.565,0.812,0.504,Brazil,South America,Portuguese,1.41,2022,3,3,12,117.86998416534352,⚡ Energética,🌸 Primavera,📈 Top 51-100
68,Matuê,Quer Voar,2021-08-11,1395788,2022-03-24,0.8059999999999999,0.595,0.677,Brazil,South America,Portuguese,1.4,2022,3,3,12,116.43734206806867,💃 Dançante,🌸 Primavera,📈 Top 51-100
71,Glass Animals,Heat Waves,2020-08-06,1391326,2022-03-24,0.7609999999999999,0.525,0.531,Brazil,South America,Portuguese,1.39,2022,3,3,12,113.26813757264449,💃 Dançante,🌸 Primavera,📈 Top 51-100
72,Marina Sena,Por Supuesto,2021-08-19,1390263,2022-03-24,0.825,0.574,0.8240000000000001,Brazil,South America,Portuguese,1.39,2022,3,3,12,112.39684420670108,💃 Dançante,🌸 Primavera,📈 Top 51-100
73,Guilherme & Benuto,Vagabundo Chora - Ao Vivo,2022-02-10,1328967,2022-03-24,0.561,0.889,0.89,Brazil,South America,Portuguese,1.33,2022,3,3,12,108.27113824993398,⚡ Energética,🌸 Primavera,📈 Top 51-100
75,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,2021-10-07,1318184,2022-03-24,0.5870000000000001,0.774,0.593,Brazil,South America,Portuguese,1.32,2022,3,3,12,106.03746539545556,⚡ Energética,🌸 Primavera,📈 Top 51-100
77,Gloria Groove,LEILÃO,2022-02-10,1295788,2022-03-24,0.767,0.8170000000000001,0.411,Brazil,South America,Portuguese,1.3,2022,3,3,12,103.2807312439529,🔥 Música para Balada,🌸 Primavera,📈 Top 51-100
79,João Gomes,Meu Pedaço de Pecado,2021-06-01,1275715,2022-03-24,0.6679999999999999,0.887,0.907,Brazil,South America,Portuguese,1.28,2022,3,3,12,100.54940404189463,⚡ Energética,🌸 Primavera,📈 Top 51-100
80,Israel & Rodolffo,Dá Intimidade Pra Ver - Ao Vivo,2022-01-20,1267132,2022-03-24,0.773,0.89,0.774,Brazil,South America,Portuguese,1.27,2022,3,3,12,99.19335961069068,🔥 Música para Balada,🌸 Primavera,📈 Top 51-100
85,Gloria Groove,A QUEDA,2022-02-10,1231604,2022-03-24,0.836,0.552,0.698,Brazil,South America,Portuguese,1.23,2022,3,3,12,93.03218391475518,💃 Dançante,🌸 Primavera,📈 Top 51-100
86,Matheus & Kauan,Expectativa x Realidade,2021-07-02,1218881,2022-03-24,0.585,0.8390000000000001,0.568,Brazil,South America,Portuguese,1.22,2022,3,3,12,91.71332752668162,⚡ Energética,🌸 Primavera,📈 Top 51-100
89,Doja Cat,Woman,2021-06-25,1184991,2022-03-24,0.8240000000000001,0.764,0.8809999999999999,Brazil,South America,Portuguese,1.18,2022,3,3,12,87.28438620171173,🔥 Música para Balada,🌸 Primavera,📈 Top 51-100
91,Henrique & Juliano,Rasteira - Ao Vivo,2021-12-10,1169882,2022-03-24,0.593,0.6920000000000001,0.598,Brazil,South America,Portuguese,1.17,2022,3,3,12,85.2199884307605,🎵 Neutra/Equilibrada,🌸 Primavera,📈 Top 51-100
96,Zé Neto & Cristiano,Vamo Tomar Uma,2021-10-07,1132426,2022-03-24,0.672,0.762,0.6970000000000001,Brazil,South America,Portuguese,1.13,2022,3,3,12,79.39280787074003,⚡ Energética,🌸 Primavera,📈 Top 51-100
97,Diego & Victor Hugo,Desbloqueado - Ao Vivo,2021-07-29,1127637,2022-03-24,0.547,0.5710000000000001,0.38,Brazil,South America,Portuguese,1.13,2022,3,3,12,78.6366858910187,🎵 Neutra/Equilibrada,🌸 Primavera,📈 Top 51-100
104,PEDRO SAMPAIO,BAGUNÇA,2022-02-02,1058396,2022-03-24,0.918,0.703,0.619,Brazil,South America,Portuguese,1.06,2022,3,3,12,70.10248033174452,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
108,Felipe Amorim,Putariazinha,2021-09-03,1027202,2022-03-24,0.882,0.7929999999999999,0.725,Brazil,South America,Portuguese,1.03,2022,3,3,12,65.84732875399374,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
110,Baco Exu do Blues,20 Ligações,2022-01-26,1022911,2022-03-24,0.688,0.389,0.536,Brazil,South America,Portuguese,1.02,2022,3,3,12,63.98187353859332,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
111,Marília Mendonça,Troca de Calçada,2021-01-29,1020056,2022-03-24,0.659,0.6890000000000001,0.701,Brazil,South America,Portuguese,1.02,2022,3,3,12,63.27877602718021,😊 Feliz/Positiva,🌸 Primavera,📉 Top 101-200
112,Mc Gabzin,Simplesmente Ela,2022-02-11,1014890,2022-03-24,0.5720000000000001,0.616,0.545,Brazil,South America,Portuguese,1.01,2022,3,3,12,62.13399026431761,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
113,Murilo Huff,Esse Barulho,2022-01-21,1009829,2022-03-24,0.5579999999999999,0.764,0.521,Brazil,South America,Portuguese,1.01,2022,3,3,12,61.43585554224663,⚡ Energética,🌸 Primavera,📉 Top 101-200
114,Adele,Easy On Me,2021-11-19,1009811,2022-03-24,0.604,0.366,0.13,Brazil,South America,Portuguese,1.01,2022,3,3,12,60.73772082017564,😢 Melancólica/Triste,🌸 Primavera,📉 Top 101-200
117,Ed Sheeran,Shivers,2021-10-29,987423,2022-03-24,0.7879999999999999,0.8590000000000001,0.8220000000000001,Brazil,South America,Portuguese,0.99,2022,3,3,12,57.80330965385769,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
118,Henrique & Juliano,Chá De Casa Nova - Ao Vivo,2021-12-10,987375,2022-03-24,0.55,0.695,0.602,Brazil,South America,Portuguese,0.99,2022,3,3,12,57.11517501512128,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
122,The Weeknd,Blinding Lights,2020-03-20,972812,2022-03-24,0.514,0.73,0.3339999999999999,Brazil,South America,Portuguese,0.97,2022,3,3,12,53.56464987724188,⚡ Energética,🌸 Primavera,📉 Top 101-200
125,MC Menor da VG,Canto da Sereia,2020-03-26,945583,2022-03-24,0.7,0.41,0.774,Brazil,South America,Portuguese,0.95,2022,3,3,12,50.755032315749816,😊 Feliz/Positiva,🌸 Primavera,📉 Top 101-200
127,Jaymes Young,Infinity,2017-06-23,935142,2022-03-24,0.6709999999999999,0.6729999999999999,0.494,Brazil,South America,Portuguese,0.94,2022,3,3,12,49.038910007567516,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
131,Jorge & Mateus,Namorando Com Saudade,2021-04-22,927123,2022-03-24,0.6779999999999999,0.8390000000000001,0.7979999999999999,Brazil,South America,Portuguese,0.93,2022,3,3,12,46.026400204175594,⚡ Energética,🌸 Primavera,📉 Top 101-200
132,Max e Luan,Vestido Coladinho,2021-09-10,924190,2022-03-24,0.621,0.909,0.787,Brazil,South America,Portuguese,0.92,2022,3,3,12,45.010437836738625,⚡ Energética,🌸 Primavera,📉 Top 101-200
133,Henrique & Juliano,Terminei Mal Terminado - Ao Vivo,2022-02-17,922754,2022-03-24,0.496,0.7,0.485,Brazil,South America,Portuguese,0.92,2022,3,3,12,44.358112650698935,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
138,Henrique & Juliano,Seu Perfil - Ao Vivo,2022-02-17,898961,2022-03-24,0.648,0.755,0.778,Brazil,South America,Portuguese,0.9,2022,3,3,12,40.436794828860876,⚡ Energética,🌸 Primavera,📉 Top 101-200
141,Luan Santana,MORENA,2021-06-17,893625,2022-03-24,0.526,0.731,0.476,Brazil,South America,Portuguese,0.89,2022,3,3,12,38.19460974429306,⚡ Energética,🌸 Primavera,📉 Top 101-200
142,Ed Sheeran,Bad Habits,2021-10-29,892631,2022-03-24,0.807,0.893,0.537,Brazil,South America,Portuguese,0.89,2022,3,3,12,37.55803291522151,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
143,Júnior e Cézar,Clone,2020-08-07,892012,2022-03-24,0.68,0.65,0.56,Brazil,South America,Portuguese,0.89,2022,3,3,12,36.92145608614996,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
144,Murilo Huff,Celular 2,2022-03-18,891263,2022-03-24,0.506,0.83,0.57,Brazil,South America,Portuguese,0.89,2022,3,3,12,36.28487925707841,⚡ Energética,🌸 Primavera,📉 Top 101-200
146,Hugo & Guilherme,Oi Deus - Ao Vivo,2021-10-29,863421,2022-03-24,0.65,0.685,0.4379999999999999,Brazil,South America,Portuguese,0.86,2022,3,3,12,34.13170682488104,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
147,Tarcísio do Acordeon,Proteção de Tela,2021-07-02,856597,2022-03-24,0.482,0.778,0.782,Brazil,South America,Portuguese,0.86,2022,3,3,12,33.51113033715593,⚡ Energética,🌸 Primavera,📉 Top 101-200
148,Lil Nas X,MONTERO (Call Me By Your Name),2021-09-17,851813,2022-03-24,0.593,0.503,0.71,Brazil,South America,Portuguese,0.85,2022,3,3,12,32.60483887178238,😊 Feliz/Positiva,🌸 Primavera,📉 Top 101-200
149,Harry Styles,Watermelon Sugar,2019-12-13,839197,2022-03-24,0.5479999999999999,0.816,0.557,Brazil,South America,Portuguese,0.84,2022,3,3,12,31.707809724286502,⚡ Energética,🌸 Primavera,📉 Top 101-200
151,Jorge & Mateus,Troca,2021-04-22,836127,2022-03-24,0.758,0.6970000000000001,0.81,Brazil,South America,Portuguese,0.84,2022,3,3,12,30.488278581044714,💃 Dançante,🌸 Primavera,📉 Top 101-200
152,Måneskin,Beggin',2017-12-08,831207,2022-03-24,0.7140000000000001,0.8,0.589,Brazil,South America,Portuguese,0.83,2022,3,3,12,29.611482375813146,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
153,Teto,Mustang Preto,2021-10-10,823309,2022-03-24,0.917,0.52,0.564,Brazil,South America,Portuguese,0.82,2022,3,3,12,28.744152052257792,💃 Dançante,🌸 Primavera,📉 Top 101-200
154,Dove Cameron,Boyfriend,2022-02-11,821099,2022-03-24,0.345,0.612,0.2319999999999999,Brazil,South America,Portuguese,0.82,2022,3,3,12,28.145315551169087,😢 Melancólica/Triste,🌸 Primavera,📉 Top 101-200
155,Demi Lovato,Cool for the Summer,2015-01-01,820645,2022-03-24,0.583,0.61,0.336,Brazil,South America,Portuguese,0.82,2022,3,3,12,27.546479050080386,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
157,Dua Lipa,Don't Start Now,2020-03-27,813801,2022-03-24,0.7929999999999999,0.7929999999999999,0.679,Brazil,South America,Portuguese,0.81,2022,3,3,12,26.10638119222031,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
161,Elley Duhé,MIDDLE OF THE NIGHT,2020-01-10,809813,2022-03-24,0.41,0.611,0.0899,Brazil,South America,Portuguese,0.81,2022,3,3,12,23.733073811109374,😢 Melancólica/Triste,🌸 Primavera,📉 Top 101-200
164,Doja Cat,Need to Know,2021-06-25,783767,2022-03-24,0.664,0.609,0.1939999999999999,Brazil,South America,Portuguese,0.78,2022,3,3,12,21.33469447924777,😢 Melancólica/Triste,🌸 Primavera,📉 Top 101-200
165,Israel & Rodolffo,Batom de Cereja - Ao Vivo,2021-01-29,783132,2022-03-24,0.606,0.908,0.7979999999999999,Brazil,South America,Portuguese,0.78,2022,3,3,12,20.758081114943778,⚡ Energética,🌸 Primavera,📉 Top 101-200
166,Gloria Groove,BONEKINHA,2022-02-10,782029,2022-03-24,0.652,0.823,0.353,Brazil,South America,Portuguese,0.78,2022,3,3,12,20.181467750639783,⚡ Energética,🌸 Primavera,📉 Top 101-200
167,Japãozin,Carinha de Neném,2021-08-06,779462,2022-03-24,0.638,0.873,0.967,Brazil,South America,Portuguese,0.78,2022,3,3,12,19.604854386335788,⚡ Energética,🌸 Primavera,📉 Top 101-200
169,Henrique & Juliano,De Garrafa A Pior - Ao Vivo,2021-12-10,772970,2022-03-24,0.5539999999999999,0.745,0.603,Brazil,South America,Portuguese,0.77,2022,3,3,12,18.27134549074361,⚡ Energética,🌸 Primavera,📉 Top 101-200
170,Nirvana,Something In The Way,1991-09-24,763656,2022-03-24,0.426,0.225,0.0643,Brazil,South America,Portuguese,0.76,2022,3,3,12,17.524728080551874,😢 Melancólica/Triste,🌸 Primavera,📉 Top 101-200
171,João Gomes,Aquelas Coisas,2021-06-01,761801,2022-03-24,0.682,0.873,0.964,Brazil,South America,Portuguese,0.76,2022,3,3,12,16.959414271501814,⚡ Energética,🌸 Primavera,📉 Top 101-200
173,Zé Vaqueiro,Adivinha Aí,2022-02-17,759780,2022-03-24,0.723,0.912,0.696,Brazil,South America,Portuguese,0.76,2022,3,3,12,15.828786653401693,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
178,The Neighbourhood,Sweater Weather,2013-04-19,744996,2022-03-24,0.612,0.807,0.3979999999999999,Brazil,South America,Portuguese,0.74,2022,3,3,12,12.739357604208065,⚡ Energética,🌸 Primavera,📉 Top 101-200
179,Jessé Aguiar,Alívio,2021-03-26,743562,2022-03-24,0.521,0.268,0.444,Brazil,South America,Portuguese,0.74,2022,3,3,12,12.185472490981628,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
181,IZA,Sem Filtro,2021-11-18,739522,2022-03-24,0.67,0.8590000000000001,0.6679999999999999,Brazil,South America,Portuguese,0.74,2022,3,3,12,11.077702264528753,⚡ Energética,🌸 Primavera,📉 Top 101-200
182,Labrinth,Mount Everest,2019-11-22,737424,2022-03-24,0.494,0.428,0.44,Brazil,South America,Portuguese,0.74,2022,3,3,12,10.523817151302316,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
186,Olivia Rodrigo,good 4 u,2021-05-21,728707,2022-03-24,0.563,0.664,0.688,Brazil,South America,Portuguese,0.73,2022,3,3,12,8.221821127645313,🎵 Neutra/Equilibrada,🌸 Primavera,📉 Top 101-200
187,Matuê,777-666,2020-09-10,726941,2022-03-24,0.544,0.802,0.322,Brazil,South America,Portuguese,0.73,2022,3,3,12,7.673699719135627,⚡ Energética,🌸 Primavera,📉 Top 101-200
189,Gustavo Mioto,Não Parei De Sofrer,2021-08-20,721965,2022-03-24,0.7020000000000001,0.88,0.632,Brazil,South America,Portuguese,0.72,2022,3,3,12,6.507891489904339,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
193,Matuê,Máquina do Tempo,2020-09-10,700953,2022-03-24,0.629,0.727,0.132,Brazil,South America,Portuguese,0.7,2022,3,3,12,4.245026008497363,⚡ Energética,🌸 Primavera,📉 Top 101-200
194,João Gomes,Meu Cafofo,2022-03-12,695348,2022-03-24,0.664,0.887,0.8370000000000001,Brazil,South America,Portuguese,0.7,2022,3,3,12,3.7143977574351927,⚡ Energética,🌸 Primavera,📉 Top 101-200
195,Imagine Dragons,Bones,2022-03-11,691645,2022-03-24,0.773,0.742,0.5710000000000001,Brazil,South America,Portuguese,0.69,2022,3,3,12,3.1483711736098927,🔥 Música para Balada,🌸 Primavera,📉 Top 101-200
2,Henrique & Juliano,Arranhão - Ao Vivo,2021-08-06,6642346,2021-11-04,0.486,0.871,0.6629999999999999,Brazil,South America,Portuguese,6.64,2021,11,3,44,404.6461230325074,⚡ Energética,🍂 Outono,🏆 Top 10
4,PEDRO SAMPAIO,GALOPA,2021-09-16,5706930,2021-11-04,0.763,0.85,0.77,Brazil,South America,Portuguese,5.71,2021,11,3,44,375.0089933437673,🔥 Música para Balada,🍂 Outono,🏆 Top 10
6,Gusttavo Lima,Nota de Repúdio - Ao Vivo,2021-09-03,5374148,2021-11-04,0.8109999999999999,0.807,0.7659999999999999,Brazil,South America,Portuguese,5.37,2021,11,3,44,361.06189656889404,🔥 Música para Balada,🍂 Outono,🏆 Top 10
8,Zé Neto & Cristiano,Ela e Ela,2021-10-07,4797401,2021-11-04,0.578,0.669,0.53,Brazil,South America,Portuguese,4.8,2021,11,3,44,339.26657808760814,🎵 Neutra/Equilibrada,🍂 Outono,🏆 Top 10
9,Felipe Amorim,Putariazinha,2021-09-03,4608318,2021-11-04,0.882,0.7929999999999999,0.725,Brazil,South America,Portuguese,4.61,2021,11,3,44,331.11373815064417,🔥 Música para Balada,🍂 Outono,🏆 Top 10
10,João Gomes,Meu Pedaço de Pecado,2021-06-01,4345971,2021-11-04,0.6679999999999999,0.887,0.907,Brazil,South America,Portuguese,4.35,2021,11,3,44,320.3254431334118,⚡ Energética,🍂 Outono,🏆 Top 10
11,Henrique & Juliano,A Maior Saudade - Ao Vivo,2021-09-03,4333265,2021-11-04,0.292,0.626,0.305,Brazil,South America,Portuguese,4.33,2021,11,3,44,317.9367352537731,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
12,Gloria Groove,A QUEDA,2021-10-14,4297952,2021-11-04,0.8220000000000001,0.524,0.718,Brazil,South America,Portuguese,4.3,2021,11,3,44,315.1965890854764,💃 Dançante,🍂 Outono,📊 Top 11-50
13,Marina Sena,Por Supuesto,2021-08-19,4023324,2021-11-04,0.825,0.574,0.8240000000000001,Brazil,South America,Portuguese,4.02,2021,11,3,44,303.3248275362839,💃 Dançante,🍂 Outono,📊 Top 11-50
14,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,2021-10-07,3884375,2021-11-04,0.5870000000000001,0.774,0.593,Brazil,South America,Portuguese,3.88,2021,11,3,44,296.4221561147654,⚡ Energética,🍂 Outono,📊 Top 11-50
15,Matuê,Quer Voar,2021-08-11,3823146,2021-11-04,0.8059999999999999,0.595,0.677,Brazil,South America,Portuguese,3.82,2021,11,3,44,292.53595061962665,💃 Dançante,🍂 Outono,📊 Top 11-50
17,Gusttavo Lima,Ficha Limpa,2021-06-19,3782723,2021-11-04,0.774,0.732,0.7340000000000001,Brazil,South America,Portuguese,3.78,2021,11,3,44,287.8570605566191,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
22,Matheus & Kauan,Expectativa x Realidade,2021-07-02,3507137,2021-11-04,0.585,0.8390000000000001,0.568,Brazil,South America,Portuguese,3.51,2021,11,3,44,269.62719047911105,⚡ Energética,🍂 Outono,📊 Top 11-50
23,John Amplificado,Chega E Senta - Ao Vivo,2021-08-06,3448378,2021-11-04,0.608,0.693,0.308,Brazil,South America,Portuguese,3.45,2021,11,3,44,265.7369291197105,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
25,Luan Santana,MORENA,2021-06-17,3395148,2021-11-04,0.526,0.731,0.476,Brazil,South America,Portuguese,3.4,2021,11,3,44,260.7623992026619,⚡ Energética,🍂 Outono,📊 Top 11-50
26,Diego & Victor Hugo,Desbloqueado - Ao Vivo,2021-07-29,3293858,2021-11-04,0.547,0.5710000000000001,0.38,Brazil,South America,Portuguese,3.29,2021,11,3,44,254.85017826448697,🎵 Neutra/Equilibrada,🍂 Outono,📊 Top 11-50
27,MC Rogerinho,Mete a Louca,2021-11-02,3189389,2021-11-04,0.779,0.7859999999999999,0.708,Brazil,South America,Portuguese,3.19,2021,11,3,44,249.28992770452405,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
28,Japãozin,Carinha de Neném,2021-08-06,3162284,2021-11-04,0.638,0.873,0.967,Brazil,South America,Portuguese,3.16,2021,11,3,44,246.61410784925874,⚡ Energética,🍂 Outono,📊 Top 11-50
34,Gusttavo Lima,Não Me Arranha - Ao Vivo,2021-10-07,2798654,2021-11-04,0.851,0.764,0.943,Brazil,South America,Portuguese,2.8,2021,11,3,44,222.94517814430077,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
35,João Gomes,Aquelas Coisas,2021-06-01,2753676,2021-11-04,0.682,0.873,0.964,Brazil,South America,Portuguese,2.75,2021,11,3,44,219.41146943706502,⚡ Energética,🍂 Outono,📊 Top 11-50
36,Henrique & Juliano,Acordo - Ao Vivo,2021-10-22,2725841,2021-11-04,0.608,0.82,0.6729999999999999,Brazil,South America,Portuguese,2.73,2021,11,3,44,217.20735855319447,⚡ Energética,🍂 Outono,📊 Top 11-50
39,Jorge & Mateus,Namorando Com Saudade,2021-04-22,2517153,2021-11-04,0.6779999999999999,0.8390000000000001,0.7979999999999999,Brazil,South America,Portuguese,2.52,2021,11,3,44,203.87068031682094,⚡ Energética,🍂 Outono,📊 Top 11-50
43,Dan Ventura,Passinho Debochado,2021-07-30,2391437,2021-11-04,0.7809999999999999,0.8290000000000001,0.894,Brazil,South America,Portuguese,2.39,2021,11,3,44,192.8911275799927,🔥 Música para Balada,🍂 Outono,📊 Top 11-50
44,Zé Neto & Cristiano,Vamo Tomar Uma,2021-10-07,2390918,2021-11-04,0.672,0.762,0.6970000000000001,Brazil,South America,Portuguese,2.39,2021,11,3,44,191.67029765860036,⚡ Energética,🍂 Outono,📊 Top 11-50
48,Mc Kevin,Doutora 3,2021-03-31,2146860,2021-11-04,0.882,0.419,0.163,Brazil,South America,Portuguese,2.15,2021,11,3,44,175.55257528414387,💃 Dançante,🍂 Outono,📊 Top 11-50
49,Teto,Mustang Preto,2021-10-10,2065855,2021-11-04,0.917,0.52,0.564,Brazil,South America,Portuguese,2.07,2021,11,3,44,170.49498936306406,💃 Dançante,🍂 Outono,📊 Top 11-50
52,Henrique & Juliano,Rasteira - Ao Vivo,2021-09-17,1821467,2021-11-04,0.593,0.6920000000000001,0.598,Brazil,South America,Portuguese,1.82,2021,11,3,44,154.4737958575533,🎵 Neutra/Equilibrada,🍂 Outono,📈 Top 51-100
54,Mari Fernandez,"Não, Não Vou",2021-04-29,1765539,2021-11-04,0.631,0.861,0.8220000000000001,Brazil,South America,Portuguese,1.77,2021,11,3,44,149.77055606928934,⚡ Energética,🍂 Outono,📈 Top 51-100
